,word,tag
7308,Emil,nken-s
7309,Þór,nken-s
7310,Jóhannsson,nken-s
7311,núll,ta
7312,",",pk
7313,Illugi,nken-s
7314,Steingrímsson,nken-s
7315,núll,ta
7316,.,pl
7317,Lokatölur,nvfn
7318,urðu,sfg3fþ
7319,núll,ta
7320,,m
7321, tvö,ta
7322,.,pl
7323,Staðan,nveng
7324,eftir,af
7325,þriðja,lkeovf
7326,leikhluta,nkeo
7327,var,sfg3eþ
7328, áttatíu og sex,ta
7329,,m
7330, sjötíu og eitt,ta
7331,og,c
7332,ljóst,lhensf
7333,að,c
7334,hraðlestin,nveng
7335,væri,svg3eþ
7336,að,cn
7337,landa,sng
7338,sigrinum,nkeþg
7339,.,pl
7340,Keflavík,nven-s
7341,er,sfg3en
7342,í,af
7343,toppsæti,nheþ
7344,Landsabankadeildar,nvee-s
7345,karla,nkfe
7346,eftir,af
7347,leiki,nkfo
7348,kvöldsins,nheeg
7349,",",pk
7350,en,c
7351,þeir,fpkfn
7352,unnu,sfg3fþ
7353,góðan,lkeosf
7354,útisigur,nkeo
7355,á,af
7356,Fram,nheþ-s
7357,",",pk
7358,núll,ta
7359,,m
7360, tvö,ta
7361,þar,aa
7362,sem,c
7363,Þórarinn,nken-s
7364,Brynjarsson,nken-s
7365,gerði,sfg3eþ
7366,bæði,fohfo
7367,mörkin,nhfog
7368,á,af
7369,lokakafla,nkeþ
7370,leiksins,nkeeg
7371,.,pl
7372,Önnur,fohfn
7373,úrslit,nhfn
7374,:,pa
7375,Þór,nken-s
7376,Akureyri,nveþ-s
7377, níutíu og þrjú,ta
7378,,m
7379, níutíu og fjórir,ta
7380,Tindastóll,nken-s
7381,Njarðvíkingar,nkfn-s
7382,sótt,sfg3fþ
7383, þrjú,ta
7384,stig,nhfo
7385,til,af
7386,Húsavíkur,nvee-s
7387,á,af
7388,laugardag,nkeo
7389,er,c
7390,þeir,fpkfn
7391,sigrðu,sfg3fþ
7392,Völsung,nkeo-s
7393, eitt,ta
7394,,m
7395, tvö,ta
7396,.,pl
7397,núll,ta
7398,,m
7399, einn,ta
7400,Andri,nken-s
7401,Fannar,nken-s
7402,Freysson,nken-s
7403, eitt,ta
7404,,m
7405, einn,ta
7406,Róbert,nken-s
7407,Örn,nken-s
7408,Ólafsson,nken-s
7409, tvö,ta
7410,,m
7411, eitt,ta
7412,Pawel,n----s
7413,Grudzinski,n----s
7414, tvö,ta
7415,,m
7416, tvö,ta
7417,Kenneth,n----s
7418,Hogg,n----s
7419, tvö,ta
7420,,pa
7421, þrír,ta
7422,Arnór,nken-s
7423,Björnsson,nken-s
7424,Heimamennleiddu,nkfn
7425,með,af
7426, þremur,ta
7427,stigum,nhfþ
7428,í,af
7429,hálfleik,nkeþ
7430, fimmtíu,ta
7431,,m
7432, fjörutíu og sjö,ta
7433,.,pl
7434,Jóhann,nken-s
7435,var,sfg3eþ
7436,atvinnumaður,nken
7437,í,af
7438,Englandi,nheþ-s
7439,",",pk
7440,Noregi,nkeþ-s
7441,og,c
7442,Svíþjóð,nveþ-s
7443,á,af
7444,árunum,nhfþg
7445, nítján hundruð níutíu og átta,ta
7446,,m
7447, tvö þúsund og átta,ta
7448,og,c
7449,á,sfg3en
7450,að,af
7451,baki,nheþ
7452, þrjátíu og einn,ta
7453,leik,nkeo
7454,með,af
7455,landsliðum,nhfþ
7456,Íslands,nhee-s
7457,",",pk
7458,þar,aa
7459,af,aa
7460, átta,ta
7461,leiki,nkfo
7462,með,af
7463,A,x
7464,landsliðinu,nheþg
7465,.,pl
7466,Haukum,nkfþ-s
7467,tókst,sfm3eþ
7468,ekki,aa
7469,að,cn
7470,brjóta,sng
7471,upp,aa
7472,leikinn,nkeog
7473,og,c
7474,sigurinn,nkeng
7475,var,sfg3eþ
7476,heimamanna,nkfe
7477,í,af
7478,lokin,nhfog
7479,",",pk
7480,hundrað og eitt,ta
7481,,m
7482, áttatíu og átta,ta
7483,.,pl
7484,Heimamenn,nkfng
7485,byrjuðu,sfg3fþ
7486,með,af
7487,látum,nhfþ
7488,og,c
7489,náðu,sfg3fþ
7490,meðal,af
7491,annars,fohee
7492, sextán,ta
7493,,m
7494, tveimur,ta
7495,forystu,nveþ
7496,í,af
7497,upphafi,nheþ
7498,leiks,nkee
7499,.,pl
7500,Sigurvegari,nken
7501,var,sfg3eþ
7502,Real,n----s
7503,Madrid,n----s
7504,sem,ct
7505,sigraði,sfg3eþ
7506,franska,lheovf
7507,liðið,nheog
7508,Stade,n----s
7509,Reims,e
7510,í,af
7511,úrslitaleik,nkeþ
7512, fjögur,ta
7513,,m
7514, þrjú,ta
7515,.,pl
7516,Grindvíkingar,nkfn-s
7517,eru,sfg3fn
7518,komnir,sþgkfn
7519,í,af
7520, tvö,ta
7521,,m
7522,núll,ta
7523,í,af
7524,einvígi,nheþ
7525,sínu,feheþ
7526,gegn,af
7527,Þór,nkeþ-s
7528,um,af
7529,Íslandsmeistaratitilinn,nkeogs
7530,í,af
7531,körfubolta,nkeþ
7532,karla,nkfe
7533,.,pl
7534,Mexíkó,nhen-s
7535, fjögur,ta
7536,,m
7537,núll,ta
7538,El,n----s
7539,Salvador,n----s
7540,Grindvíkingar,nkfn-s
7541,voru,sfg3fþ
7542,þó,aa
7543,ekki,aa
7544,af,af
7545,baki,nheþ
7546,dottnir,lkfnsf
7547,og,c
7548,með,af
7549, þriggja,ta
7550,stiga,nhfe
7551,körfu,nveþ
7552,minnkaði,sfg3eþ
7553,Joanna,n----s
7554,Skiba,n----s
7555,muninn,nkeog
7556,í,af
7557, eitt,ta
7558,stig,nhfo
7559, sextíu og tvö,ta
7560,,m
7561, sextíu og þrjú,ta
7562,en,c
7563,Keflvíkingar,nkfn-s
7564,slitu,sfg3fþ
7565,sig,fpkfo
7566,aftur,aa
7567,frá,af
7568,Grindavík,nveþ-s
7569,og,c
7570,lauk,sfg3eþ
7571,leikhlutanum,nkeþg
7572,í,af
7573,stöðunni,nveþg
7574, sextíu og sjö,ta
7575,,m
7576, sjötíu og þrjú,ta
7577,.,pl
7578,Leikurinn,nkeng
7579,endaði,sfg3eþ
7580,þannig,aa
7581,að,c
7582,Hamar,nken-s
7583,vann,sfg3eþ
7584,með,af
7585, nítján,ta
7586,stigum,nhfþ
7587,",",pk
7588, sjötíu og tvö,ta
7589,,m
7590, níutíu og eitt,ta
7591,.,pl
7592,Keflvíkingar,nkfn-s
7593,bættu,sfg3fþ
7594,í,aa
7595,og,c
7596,komust,sfm3fþ
7597,í,af
7598, þrjú,ta
7599,,m
7600,núll,ta
7601,með,af
7602,mörkum,nhfþ
7603,frá,af
7604,Agnesi,nveþ-s
7605,Helgadóttur,nveþ-s
7606,og,c
7607,Guðnýju,nveþ-s
7608,Þórðardóttur,nveþ-s
7609,.,pl
7610,lið,nhen
7611,frá,af
7612,Frakklandi,nheþ-s
7613, fjögur,ta
7614,,pa
7615,núll,ta
7616,að,af
7617,viðstöddum,lkfþsf
7618, fimm hundruð,ta
7619,áhorfendum,nkfþ
7620,.,pl
7621,Njarðvíkingar,nkfn-s
7622,réttu,sfg3fþ
7623,úr,af
7624,kútnum,nkeþg
7625,og,c
7626,löguðu,sfg3fþ
7627,stöðuna,nveog
7628,en,c
7629,jafnt,lhensf
7630,var,sfg3eþ
7631,þegar,c
7632,flautað,sþghen
7633,var,sfg3eþ
7634,til,af
7635,hálfleiks,nkee
7636,",",pk
7637, fjörutíu og átta,ta
7638,,m
7639, fjörutíu og átta,ta
7640,og,c
7641,leikurinn,nkeng
7642,fjörugur,lkensf
7643,og,c
7644,hraður,lkensf
7645,.,pl
7646,Unglingaflokkur,nken-s
7647,kvenna,nvfe
7648,-,pa
7649,SNÆFELL,nven-s
7650,-KEFLAVÍK,pa
7651,Keflvíkingar,nkfn-s
7652,fögnuðu,sfg3fþ
7653,yfirburðarsigri,nkeþ
7654,þar,aa
7655,sem,c
7656,lokatölur,nvfn
7657,urðu,sfg3fþ
7658, fjörutíu og tvö,ta
7659,,pa
7660,hundrað og fimm,ta
7661,.,pl
7662,Lokatölur,nvfn
7663,urðu,sfg3fþ
7664, níutíu og níu,ta
7665,,m
7666, níutíu og eitt,ta
7667,.,pl
7668,Leikhlutinn,nkeng
7669,var,sfg3eþ
7670,í,af
7671,járnum,nhfþ
7672,framan,aa
7673,af,aa
7674,en,c
7675,um,af
7676,miðjan,lkeosf
7677,leikhlutann,nkeog
7678,í,af
7679,stöðunni,nveþg
7680, fimmtíu og átta,ta
7681,,m
7682, fimmtíu og átta,ta
7683,gerði,sfg3eþ
7684,Fjölnir,nken-s
7685, fimm,ta
7686,stig,nhfo
7687,í,af
7688,röð,nveþ
7689,og,c
7690,þær,fpvfn
7691,komnar,sþgvfn
7692,með,af
7693,forystu,nveþ
7694,",",pk
7695, fimmtíu og átta,ta
7696,,m
7697, sextíu og þrjú,ta
7698,.,pl
7699,Valur,nken-s
7700, fjögur,ta
7701,,m
7702, eitt,ta
7703,Í A,n----s
7704,Staðan,nveng
7705,fyrir,af
7706,seinasta,lkeove
7707,fjórðunginn,nkeog
7708,var,sfg3eþ
7709, sextíu og níu,ta
7710,,m
7711, fimmtíu og fimm,ta
7712,.,pl
7713,Þegar,c
7714, sex,ta
7715,mínútur,nvfn
7716,voru,sfg3fþ
7717,eftir,aa
7718,af,af
7719,leiknum,nkeþg
7720,leiddi,sfg3eþ
7721,Keflavík,nven-s
7722, fimm,ta
7723,,m
7724, þrjú,ta
7725,en,c
7726,Víðismenn,nkfn-s
7727,jöfnuðu,sfg3fþ
7728,leikinn,nkeog
7729,með,af
7730,mikilli,lveþsf
7731,baráttu,nveþ
7732,undir,af
7733,lok,nhfo
7734,leiksins,nkeeg
7735,En,c
7736,það,fphen
7737,var,sfg3eþ
7738,svo,aa
7739,Zoran,n----s
7740,Daníel,n----s
7741,sem,ct
7742,skoraði,sfg3eþ
7743,sigurmarkið,nheog
7744,eins,aa
7745,og,c
7746,áður,aa
7747,sagði,sfg3eþ
7748,.,pl
7749,Hann,fpken
7750,skoraði,sfg3eþ
7751,sitt,feheo
7752,fyrsta,lheove
7753,mark,nheo
7754,fyrir,af
7755,félagið,nheog
7756,þegar,c
7757,hann,fpken
7758,skoraði,sfg3eþ
7759,í,af
7760, sjö,ta
7761,,m
7762, fjórum,ta
7763,sigri,nkeþ
7764,Porstmouth,n----s
7765,gegn,af
7766,Reading,n----s
7767,.,pl
7768, sjöundi,ta
7769,þáttur,nken
7770,-,pa
7771, þrítugasta og fyrsta,ta
7772,október,nkeo
7773, tvö þúsund og fjórtán,ta
7774,Fjarðabyggð,nveþ-s
7775, fimmtíu og fjögur,ta
7776,,m
7777, fimmtíu og einn,ta
7778,Ásahreppur,nken-s
7779,Reynir,nken-s
7780,Sandgerði,nhen-s
7781,náði,sfg3eþ
7782,í,af
7783,mikilvægan,lkeosf
7784,útisigur,nkeo
7785,í,aa
7786,gær,aa
7787,",",pk
7788,þegar,c
7789,liðið,nheng
7790,sigraði,sfg3eþ
7791,Aftureldingu,nveo-s
7792, tvö,ta
7793,,m
7794, þrjú,ta
7795,í,af
7796, annarri,ta
7797,deild,nveþ
7798,karla,nkfe
7799,eftir,af
7800,að,cn
7801,hafa,sng
7802,lent,sþghen
7803, tveimur,ta
7804,mörkum,nhfþ
7805,undir,aa
7806,.,pl
7807,Lokatölur,nvfn
7808,urðu,sfg3fþ
7809, fjögur,ta
7810,,m
7811,núll,ta
7812,eftir,af
7813,að,c
7814,heimamenn,nkfn
7815,höfðu,sfg3fþ
7816,verið,sþghen
7817,yfir,aa
7818,í,af
7819,hálfleik,nkeþ
7820,",",pk
7821, þrjú,ta
7822,,m
7823,núll,ta
7824,.,pl
7825,Valskonur,nvfn-s
7826,náðu,sfg3fþ
7827,að,cn
7828,svara,sng
7829,fyrir,af
7830,sig,fpvfo
7831,í,af
7832,öðrum,lkeþsf
7833,leikhluta,nkeþ
7834,sem,ct
7835,þær,fpvfn
7836,unnu,sfg3fþ
7837, sextán,ta
7838,,m
7839, tuttugu,ta
7840,og,c
7841,því,aa
7842,gengu,sfg3fþ
7843,liðin,nhfng
7844,til,af
7845,leikhlés,nhee
7846,í,af
7847,stöðunni,nveþg
7848, þrjátíu og níu,ta
7849,,m
7850, þrjátíu,ta
7851,Grindavík,nveþ-s
7852,í,af
7853,vil,nheo
7854,.,pl
7855,Njarðvíkingar,nkfn-s
7856,byrjuðu,sfg3fþ
7857,heldur,aam
7858,betur,aam
7859,og,c
7860,fljótlega,aa
7861,var,sfg3eþ
7862,staðan,nveng
7863,orðin,sþgven
7864, tvö,ta
7865,,m
7866, fimm,ta
7867,fyrir,af
7868,gestina,nkfog
7869,grænklæddu,lkfovf
7870,og,c
7871,Falur,nken-s
7872,Harðarson,nken-s
7873,tók,sfg3eþ
7874,leikhlé,nheo
7875,þegar,c
7876, þrjú,ta
7877, eitt <sil> tvö,ta
7878,var,sfg3eþ
7879,liðin,sþgven
7880,af,af
7881,leiknum,nkeþg
7882,.,pl
7883,Það,fphen
7884,var,sfg3eþ
7885,síðan,aa
7886,Freyr,nken-s
7887,Brynjarsson,nken-s
7888,handboltakempa,nven
7889,",",pk
7890,sem,ct
7891,var,sfg3eþ
7892,búinn,lkensf
7893,að,cn
7894,vera,sng
7895,inná,af
7896,vellinum,nkeþg
7897,í,af
7898, tvær,ta
7899,mínútur,nvfo
7900,",",pk
7901,sem,ct
7902,kom,sfg3eþ
7903,Þrótturum,nkfþ-s
7904,í,af
7905, tvö,ta
7906,,m
7907,núll,ta
7908,.,pl
7909,Íris,nven-s
7910,Eir,nven-s
7911,Ægisdóttir,nven-s
7912,skoraði,sfg3eþ
7913,þrennu,nveo
7914,fyrir,af
7915,Grindavík,nveo-s
7916,þegar,c
7917,þær,fpvfn
7918,gulklæddu,lvfnvf
7919,sigruðu,sfg3fþ
7920,Tindastól,nkeo-s
7921, fimm,ta
7922,,m
7923, tvö,ta
7924,í,af
7925, fyrstu,ta
7926,deild,nveþ
7927,kvenna,nvfe
7928,í,af
7929,knattspyrnu,nveþ
7930,.,pl
7931,Lokatölur,nvfn
7932,urðu,sfg3fþ
7933,núll,ta
7934,,m
7935, fjögur,ta
7936,og,c
7937,tryggðu,sfg3fþ
7938,Skagamenn,nkfn-s
7939,áframhaldandi,lveoof
7940,veru,nveo
7941,sína,feveo
7942,í,af
7943,deildinni,nveþg
7944,með,af
7945,sigrinum,nkeþg
7946,.,pl
7947,Sigurður,nken-s
7948,fór,sfg3eþ
7949,með,af
7950,karlalið,nheo
7951,Keflavíkur,nvee-s
7952,í,af
7953, átta,nhfe
7954,-liða,pa
7955,úrslit,nhfo
7956,Domino´s,n-ee-s
7957,deildarinnar,nveeg
7958,þar,aa
7959,sem,c
7960,Keflavík,nven-s
7961,tapaði,sfg3eþ
7962, tvö,ta
7963,,m
7964, eitt,ta
7965,gegn,af
7966,Stjörnunni,nkeþ-s
7967,en,c
7968,kvennalið,nhen
7969,félagsins,nheeg
7970,gerði,sfg3eþ
7971,hann,fpkeo
7972,að,af
7973,deildar,x
7974,",",pk
7975,-,nkeþ
7976,bikar,nkeþ
7977,",",pk
7978,-,pa
7979,og,c
7980,Íslandsmeisturum,nkfþ-s
7981,.,pl
7982,Njarðvík-Grindavík,nven-s
7983, áttatíu og eitt,ta
7984,,m
7985, sextíu og eitt,ta
7986,(,pa
7987, tuttugu og sjö,ta
7988,,m
7989, fjórtán,ta
7990,",",pk
7991, fjórtán,ta
7992,,m
7993, átján,ta
7994,",",pk
7995, tuttugu og eitt,ta
7996,,m
7997, nítján,ta
7998,",",pk
7999, nítján,ta
8000,,m
8001, tíu,ta
8002,),pa
8003,Njarðvík,nveþ-s
8004,:,pa
8005,Carmen,n----s
8006,Tyson-Thomas,n----s
8007, fjörutíu og fjögur,ta
8008,skástrik,pa
8009, nítján,ta
8010,fráköst,nhfn
8011,skástrik,pa
8012, sex,ta
8013,stoðsendingar,nvfn
8014,skástrik,pa
8015, sjö,ta
8016,stolnir,lkfnsf
8017,",",pk
8018,Soffía,nven-s
8019,Rún,nven-s
8020,Skúladóttir,nven-s
8021, átta <sil> fjögur,ta
8022,fráköst,nhfn
8023,",",pk
8024,María,nven-s
8025,Jónsdóttir,nven-s
8026, sex <sil> sjö,ta
8027,fráköst,nhfn
8028,",",pk
8029,Linda,nven-s
8030,Þórdís,nven-s
8031,Barðdal,nven-s
8032,Róbertsdóttir,nven-s
8033, sex <sil> níu,ta
8034,fráköst,nhfn
8035,",",pk
8036,Björk,nven-s
8037,Gunnarsdótir,nven-s
8038, fimm <sil> níu,ta
8039,stoðsendingar,nvfn
8040,",",pk
8041,Ása,nven-s
8042,Böðvarsdóttir-Taylor,nven-s
8043, fimm,ta
8044,",",pk
8045,Heiða,nven-s
8046,Björg,nven-s
8047,Valdimarsdóttir,nven-s
8048, þrjú,ta
8049,",",pk
8050,Erna,nven-s
8051,Freydís,nven-s
8052,Traustadóttir,nven-s
8053, tvö,ta
8054,",",pk
8055,Karen,nven-s
8056,Dögg,nven-s
8057,Vilhjálmsdóttir,nven-s
8058, tvö,ta
8059,",",pk
8060,Elísabet,nven-s
8061,Sigríður,nven-s
8062,Guðnadóttir,nven-s
8063,núll,ta
8064,",",pk
8065,Ína,nven-s
8066,María,nven-s
8067,Einarsdóttir,nven-s
8068,núll,ta
8069,",",pk
8070,Hulda,nven-s
8071,Bergsteinsdóttir,nven-s
8072,núll,ta
8073,.,pl
8074,Niðurstaðan,nveng
8075,því,aa
8076, tvö,ta
8077,,m
8078, þrír,ta
8079,sigur,nken
8080,Grindavíkur,nvee-s
8081,sem,ct
8082,eru,sfg3fn
8083,komnir,sþgkfn
8084,í,af
8085, átta,ta
8086,liða,nhfe
8087,úrslit,nhfo
8088,á,aa
8089,meðan,c
8090,leikmenn,nkfn
8091,K A,n----s
8092,sitja,sfg3fn
8093,eftir,aa
8094,með,af
8095,sárt,lheosf
8096,ennið,nheog
8097,.,pl
8098,Leikurinn,nkeng
8099,endaði,sfg3eþ
8100, tvö,ta
8101,,m
8102, tvö,ta
8103,eftir,af
8104,að,c
8105,H K,n----s
8106,jöfnuðu,sfg3fþ
8107,leikinn,nkeog
8108,á,af
8109, sjötugustu og níundu,ta
8110,mínútu,nveþ
8111,.,pl
8112,Tók,sfg3eþ
8113,boltann,nkeog
8114,og,c
8115,skaut,sfg3eþ
8116,eða,c
8117,vippaði,sfg3eþ
8118,yfir,af
8119,markvörð,nkeo
8120,Gróttu,nvee-s
8121,",",pk
8122, þrjú,ta
8123,,m
8124,núll,ta
8125,.,pl
8126,Njarðvíkingar,nkfn-s
8127,leiða,sfg3fn
8128, tvö,ta
8129,,m
8130,núll,ta
8131,í,af
8132,einvíginu,nheþg
8133,og,c
8134,eru,sfg3fn
8135,með,af
8136,pálmann,nkeog
8137,í,af
8138,höndunum,nvfþg
8139,fyrir,af
8140,næsta,lkeove
8141,leik,nkeo
8142,sem,ct
8143,fram,aa
8144,fer,sfg3en
8145,í,af
8146,Ljónagryfjunni,nveþgs
8147,á,af
8148,föstudag,nkeo
8149,.,pl
8150,Það,fphen
8151,voru,sfg3fþ
8152,ekki,aa
8153,margir,lkfnsf
8154,í,af
8155,stúkunni,nveþg
8156,þegar,c
8157,lið,nhfn
8158,Grindavíkur,nvee-s
8159,og,c
8160,Hauka,nkfe-s
8161,voru,sfg3fþ
8162,kynnt,sþghfn
8163,til,af
8164,leiks,nkee
8165,í,af
8166,Röstinni,nveþgs
8167,í,af
8168,kvöld,nheo
8169,",",pk
8170,eitthvað,fohen
8171,rættist,sfm3eþ
8172,þó,aa
8173,úr,af
8174,mætingu,nveþ
8175,þegar,c
8176,leið,sfg3eþ
8177,á,af
8178,leikinn,nkeog
8179,en,c
8180,þó,aa
8181,má,sfg3en
8182,spyrja,sng
8183,afhverju,aa
8184,það,fphen
8185,eru,sfg3fn
8186,ekki,aa
8187,fleiri,lkfnvm
8188,á,af
8189,leik,nkeþ
8190,hjá,af
8191,toppliði,nheþ
8192,deildarinnar,nveeg
8193,sem,ct
8194,í,af
8195,kvöld,nheo
8196,skellti,sfg3eþ
8197,Haukum,nkfþ-s
8198,örugglega,aa
8199,",",pk
8200, níutíu og átta,ta
8201,,m
8202, sjötíu og fjögur,ta
8203,.,pl
8204,Þær,fpvfn
8205,ná,sfg3fn
8206,að,cn
8207,halda,sng
8208,Njarðvíkingum,nkfþ-s
8209,í,af
8210,seilingarfjarlægð,nveþ
8211,og,c
8212,eitthvað,fohen
8213,verður,sfg3en
8214,að,cn
8215,breytast,snm
8216,í,af
8217,leik,nkeo
8218,heimamanna,nkfe
8219,ætli,svg3en
8220,þær,fpvfn
8221,sér,fpvfþ
8222,ekki,aa
8223,að,cn
8224,lenda,sng
8225, tvö,ta
8226,,m
8227,núll,ta
8228,undir,aa
8229,í,af
8230,einvíginu,nheþg
8231,Snæfell,nhen-s
8232,bar,sfg3eþ
8233,sigurorð,nheo
8234,af,af
8235,Grindavík,nveþ-s
8236,í,af
8237,Stykkishólmi,nkeþ-s
8238, sextíu og níu,ta
8239,,m
8240, fjörutíu og átta,ta
8241,þar,aa
8242,sem,c
8243,að,c
8244,heimakonur,nvfn
8245,gerðu,sfg3fþ
8246,úti,aa
8247,um,af
8248,leikinn,nkeog
8249,með,af
8250,góðum,lkeþsf
8251, annan,ta
8252,og,c
8253, þriðja,ta
8254,leikhluta,nkeþ
8255,þar,aa
8256,sem,c
8257,að,c
8258,Grindvíkingar,nkfn-s
8259,skoruðu,sfg3fþ
8260,aðeins,aa
8261, nítján,ta
8262,stig,nhfo
8263,samanlagt,aa
8264,gegn,af
8265, fjörutíu og sjö,ta
8266,stigum,nhfþ
8267,Snæfells,nhee-s
8268,.,pl
8269,Þar,aa
8270,varð,sfg3eþ
8271, eitt,ta
8272,,m
8273, eitt,ta
8274,jafntefli,nhen
8275,þar,aa
8276,sem,c
8277,Magnús,nken-s
8278,Þorsteinsson,nken-s
8279,skoraði,sfg3eþ
8280,fyrir,af
8281,Keflavík,nveo-s
8282,en,c
8283,Jósef,nken-s
8284,Kristinn,nken-s
8285,Jósefsson,nken-s
8286,jafnaði,sfg3eþ
8287,fyrir,af
8288,heimamenn,nkfo
8289,.,pl
8290,Hjá,af
8291,Njarðvík,nveþ-s
8292,skoraði,sfg3eþ
8293,Salbjörg,nven-s
8294,Sævarsdóttir,nven-s
8295, fjórtán,ta
8296,stig,nhfo
8297,og,c
8298,tók,sfg3eþ
8299, ellefu,ta
8300,fráköst,nhfo
8301,og,c
8302,Eyrún,nven-s
8303,Líf,nven-s
8304,Sigurðardóttir,nven-s
8305, ellefu <sil> fjögur,ta
8306,.,pl
8307,Aðalspurningahöfundur,nken
8308,Stefán,nken-s
8309,Pálsson,nken-s
8310, fyrsti,ta
8311,þáttur,nken
8312,-,m
8313, þrettánda,ta
8314,september,nkeo
8315, tvö þúsund og þrettán,ta
8316,Reykjavík,nveþ-s
8317, áttatíu,ta
8318,,m
8319, fimmtíu og átta,ta
8320,Akureyri,nveþ-s
8321,Hinn,gken
8322,ungi,lkenvf
8323,og,c
8324,efnilegi,lkenvf
8325,Arnór,nken-s
8326,Ingvi,nken-s
8327,Traustason,nken-s
8328,jafnaði,sfg3eþ
8329,þó,aa
8330,skömmu,lheþsf
8331,síðar,aam
8332,fyrir,af
8333,heimamenn,nkfo
8334,og,c
8335,því,aa
8336,jafnt,aa
8337,í,af
8338,hálfleik,nkeþ
8339,",",pk
8340, eitt,ta
8341,,m
8342, eitt,ta
8343,.,pl
8344,Staðan,nveng
8345,var,sfg3eþ
8346, tuttugu og þrjú,ta
8347,,m
8348, sextán,ta
8349,eftir,af
8350,fyrsta,lkeove
8351,leikhluta,nkeo
8352,þar,aa
8353,sem,c
8354,Halldóra,nven-s
8355,Andrésdóttir,nven-s
8356,gerði,sfg3eþ
8357,góðan,lkeosf
8358,þrist,nkeo
8359,fyrir,af
8360,Keflavík,nveo-s
8361,undir,af
8362,lok,nhfo
8363,leikhlutans,nkeeg
8364,en,c
8365,gestirnir,nkfng
8366,úr,af
8367,Vesturbænum,nkeþgs
8368,neituðu,sfg3fþ
8369,að,cn
8370,láta,sng
8371,skilja,sng
8372,sig,fpkfo
8373,eftir,aa
8374,þó,aa
8375,Keflavík,nven-s
8376,væri,svg3eþ
8377,skrefi,nheþ
8378,á,aa
8379,undan,aa
8380,.,pl
8381,Snæfell,nhen-s
8382,náði,sfg3eþ
8383,þó,aa
8384,að,cn
8385,hægja,sng
8386,á,af
8387,ferðinni,nveþg
8388,og,c
8389,fara,sng
8390,aðeins,aa
8391,yfir,af
8392,hlutina,nkfog
8393,af,af
8394,yfirvegun,nveþ
8395,og,c
8396,komust,sfm3fþ
8397,nær,afm
8398,Njarðvík,nveþ-s
8399, tólf,ta
8400,,m
8401, fjórtán,ta
8402,.,pl
8403,Staðan,nveng
8404,í,af
8405,hálfleik,nkeþ
8406,var,sfg3eþ
8407, fjörutíu og fimm,ta
8408,,m
8409, þrjátíu og þrjú,ta
8410,fyrir,af
8411,Keflavík,nveo-s
8412,.,pl
8413,Liðin,nhfng
8414,gengu,sfg3fþ
8415,því,aa
8416,til,af
8417,hálfleiks,nkee
8418,í,af
8419,stöðunni,nveþg
8420,núll,ta
8421,,m
8422,núll,ta
8423,en,c
8424,strax,aa
8425,í,af
8426,upphafi,nheþ
8427,síðari,lkeevm
8428,hálfleiks,nkee
8429,vildu,sfg3fþ
8430,Stjörnumenn,nkfn-s
8431,fá,sng
8432,víti,nheo
8433,en,c
8434,þeim,fpkfþ
8435,varð,sfg3eþ
8436,ekki,aa
8437,að,af
8438,ósk,nveþ
8439,sinni,feveþ
8440,.,pl
8441,Helgi,nken-s
8442,tapaði,sfg3eþ
8443,bardagnum,nkeþg
8444, sextán,ta
8445,,m
8446, fjögur,ta
8447,og,c
8448,fékk,sfg3eþ
8449,silfurverðlaun,nhfo
8450,.,pl
8451,K R,n----s
8452,:,pa
8453,Darri,nken-s
8454,Hilmarsson,nken-s
8455, sextán,ta
8456,",",pk
8457,Michael,n----s
8458,Craion,n----s
8459, fimmtán,ta
8460,skástrik,pa
8461, átján,ta
8462,fráköst,nhfn
8463,skástrik,pa
8464, sex,ta
8465,stoðsendingar,nvfn
8466,",",pk
8467,Helgi,nken-s
8468,Már,nken-s
8469,Magnússon,nken-s
8470, fjórtán <sil> átta,ta
8471,fráköst,nhfn
8472,skástrik,pa
8473, þrjú,ta
8474,varin,lhfnsf
8475,skot,nhfo
8476,",",pk
8477,Brynjar,nken-s
8478,Þór,nken-s
8479,Björnsson,nken-s
8480, fjórtán <sil> fjögur,ta
8481,fráköst,nhfo
8482,",",pk
8483,Björn,nken-s
8484,Kristjánsson,nken-s
8485, ellefu <sil> fjögur,ta
8486,fráköst,nhfo
8487,",",pk
8488,Pavel,n----s
8489,Ermolinskij,n----s
8490, tvö <sil> fjórtán,ta
8491,fráköst,nhfn
8492,skástrik,pa
8493, ellefu,ta
8494,stoðsendingar,nvfn
8495,",",pk
8496,Arnór,nken-s
8497,Hermannsson,nken-s
8498,núll,ta
8499,",",pk
8500,Jón,nken-s
8501,Hrafn,nken-s
8502,Baldvinsson,nken-s
8503,núll,ta
8504,",",pk
8505,Vilhjálmur,nken-s
8506,Kári,nken-s
8507,Jensson,nken-s
8508,núll,ta
8509,",",pk
8510,Snorri,nken-s
8511,Hrafnkelsson,nken-s
8512,núll,ta
8513,",",pk
8514,Þórir,nken-s
8515,Guðmundur,nken-s
8516,Þorbjarnarsson,nken-s
8517,núll,ta
8518,",",pk
8519,Ólafur,nken-s
8520,Þorri,nken-s
8521,Sigurjónsson,nken-s
8522,núll,ta
8523,.,pl
8524,Arnór,nken-s
8525,Ingvi,nken-s
8526,Traustason,nken-s
8527,og,c
8528,félagar,nkfn
8529,í,af
