,sentence_id,token_id,after_measure,next_tag,type
6214,18308,70,Kristjánsson,ta,
6215,18308,71,0,pk,
6216,18308,72,",",nken-s,
6217,18308,73,Þorsteinn,nken-s,
6218,18308,74,Finnbogason,ta,
6219,18308,75,0,pl,
6220,18308,76,.,af,
6221,18614,0,Með,nveþ-s,
6222,18614,1,Margréti,nveþ-s,
6223,18614,2,Köru,nveþ-s,
6224,18614,3,Sturludóttur,af,
6225,18614,4,utan,nkee,
6226,18614,5,vallar,sfg3eþ,
6227,18614,6,náði,nven-s,
6228,18614,7,Njarðvík,ta,
6229,18614,8,7,m,
6230,18614,8,-,ta,
6231,18614,8,0,nheþ,
6232,18614,9,áhlaupi,c,
6233,18614,10,og,sfg3eþ,
6234,18614,11,minnkaði,nkeog,
6235,18614,12,muninn,af,
6236,18614,13,í,ta,
6237,18614,14,45,m,
6238,18614,14,-,ta,
6239,18614,14,40,pl,
6240,18614,15,.,af,
6241,18645,0,Með,ta,
6242,18645,1,3,nhfe,
6243,18645,2,stiga,nveþ,
6244,18645,3,körfu,af,
6245,18645,4,frá,nveþ-s,
6246,18645,5,Birnu,nveþ-s,
6247,18645,6,Valgarðsdóttur,sfm3fþ,
6248,18645,7,komust,nkfng,
6249,18645,8,gestirnir,af,
6250,18645,9,í,ta,
6251,18645,10,63,m,
6252,18645,10,-,ta,
6253,18645,10,72,c,
6254,18645,11,og,af,
6255,18645,12,á,lvfþsf,
6256,18645,13,mögnuðum,ta,
6257,18645,14,15,nvfþ,
6258,18645,15,sekúndum,af,
6259,18645,16,undir,nhfo,
6260,18645,17,lok,nkeeg,
6261,18645,18,leikhlutans,sfg3eþ,
6262,18645,19,sjóðhitnaði,af,
6263,18645,20,undir,nkfþg,
6264,18645,21,gestunum,pl,
6265,18645,22,.,aa,
6266,18656,0,Í,aa,
6267,18656,1,gær,sfm3fþ,
6268,18656,2,áttust,nkfn-s,
6269,18656,3,Grindvíkingar,c,
6270,18656,4,og,nkfn-s,
6271,18656,5,Njarðvíkingar,aa,
6272,18656,6,við,c,
6273,18656,7,og,sfg3eþ,
6274,18656,8,lauk,nkeþg,
6275,18656,9,leiknum,af,
6276,18656,10,með,nkeþ,
6277,18656,11,sigri,nkfe-s,
6278,18656,12,Íslandsmeistara,nvee-s,
6279,18656,13,Grindavíkur,pk,
6280,18656,14,",",ta,
6281,18656,15,78,pa,
6282,18656,15,:,ta,
6283,18656,15,73,pl,
6284,18656,16,.,nkfn-s,
6285,18673,0,Keflvíkingar,sfm3fþ,
6286,18673,1,komust,af,
6287,18673,2,í,ta,
6288,18673,3,5,m,
6289,18673,3,-,ta,
6290,18673,3,0,c,
6291,18673,4,en,nken-s,
6292,18673,5,Jóhann,nken-s,
6293,18673,6,Birnir,nken-s,
6294,18673,7,Guðmundsson,sfg3eþ,
6295,18673,8,gerði,fpkeþ,
6296,18673,9,sér,x,
6297,18673,10,lítð,aa,
6298,18673,11,fyrir,c,
6299,18673,12,og,sfg3eþ,
6300,18673,13,skoraði,nveo,
6301,18673,14,þrennu,af,
6302,18673,15,eftir,cn,
6303,18673,16,að,sng,
6304,18673,17,hafa,sþghen,
6305,18673,18,komið,aa,
6306,18673,19,inn,c,
6307,18673,20,sem,nken,
6308,18673,21,varamaður,pl,
6309,18673,22,.,nvfn-s,
6310,18844,0,Keflavíkurstúlkur,sfg3fþ,
6311,18844,1,sigruðu,aa,
6312,18844,2,svo,nvfo-s,
6313,18844,3,Valsstúlkur,ta,
6314,18844,4,58,m,
6315,18844,4,-,ta,
6316,18844,4,63,pl,
6317,18844,5,.,nhen-s,
6318,18863,0,Snæfell,sfg3eþ,
6319,18863,1,leiddi,af,
6320,18863,2,eftir,lkeove,
6321,18863,3,fyrsta,nkeog,
6322,18863,4,leikhlutann,ta,
6323,18863,5,19,m,
6324,18863,5,-,ta,
6325,18863,5,12,pl,
6326,18863,6,.,nkfn-s,
6327,18874,0,Keflvíkingar,sfg3fþ,
6328,18874,1,þurftu,cn,
6329,18874,2,að,sng,
6330,18874,3,sætta,fpkfo,
6331,18874,4,sig,af,
6332,18874,5,við,ta,
6333,18874,6,0,m,
6334,18874,6,-,ta,
6335,18874,6,1,nheo,
6336,18874,7,tap,af,
6337,18874,8,gegn,n----s,
6338,18874,9,KR,af,
6339,18874,10,í,nheo,
6340,18874,11,kvöld,c,
6341,18874,12,er,nhfng,
6342,18874,13,liðin,sfm3fþ,
6343,18874,14,mættust,af,
6344,18874,15,í,ta,
6345,18874,16,17.,nveþ,ordinal
6346,18874,17,umferð,n-ee-s,
6347,18874,18,Pepsí,nvee,
6348,18874,19,deildar,nkfe,
6349,18874,20,karla,pl,
6350,18874,21,.,nkfn-s,
6351,18969,0,Njarðvíkingar,sfg3fþ,
6352,18969,1,byrjuðu,nkeog,
6353,18969,2,leikinn,aam,
6354,18969,3,betur,c,
6355,18969,4,og,sfm3fþ,
6356,18969,5,komust,aa,
6357,18969,6,fljótlega,af,
6358,18969,7,í,ta,
6359,18969,8,24,m,
6360,18969,8,-,ta,
6361,18969,8,12,c,
6362,18969,9,og,sfg3eþ,
6363,18969,10,fór,n----s,
6364,18969,11,Christopher,n----s,
6365,18969,12,Smith,lkeosf,
6366,18969,13,mikinn,c,
6367,18969,14,og,sfg3eþ,
6368,18969,15,var,af,
6369,18969,16,með,ta,
6370,18969,17,12,nhfo,
6371,18969,18,stig,af,
6372,18969,19,af,ta,
6373,18969,20,24,pl,
6374,18969,21,.,nhen-s,
6375,19145,0,Snæfell,pa,
6376,19145,1,:,n----s,
6377,19145,2,Jay,n----s,
6378,19145,3,Threatt,ta,
6379,19145,4,21/7,nhfn,
6380,19145,5,fráköst,pa,
6381,19145,6,/,ta,
6382,19145,7,6,nvfn,
6383,19145,8,stoðsendingar,pk,
6384,19145,9,",",n----s,
6385,19145,10,Ryan,n----s,
6386,19145,11,Amaroso,ta,
6387,19145,12,18,pa,
6388,19145,12,/,ta,
6389,19145,12,16,nhfn,
6390,19145,13,fráköst,pk,
6391,19145,14,",",nken-s,
6392,19145,15,Jón,nken-s,
6393,19145,16,Ólafur,nken-s,
6394,19145,17,Jónsson,ta,
6395,19145,18,16/6,nhfo,
6396,19145,19,fráköst,pk,
6397,19145,20,",",nken-s,
6398,19145,21,Sigurður,ks,
6399,19145,22,Á.,nken-s,
6400,19145,23,Þorvaldsson,ta,
6401,19145,24,16,pk,
6402,19145,25,",",nken-s,
6403,19145,26,Pálmi,nken-s,
6404,19145,27,Freyr,nken-s,
6405,19145,28,Sigurgeirsson,ta,
6406,19145,29,8/5,nhfo,
6407,19145,30,fráköst,pk,
6408,19145,31,",",nken-s,
6409,19145,32,Sveinn,nken-s,
6410,19145,33,Arnar,nken-s,
6411,19145,34,Davíðsson,ta,
6412,19145,35,3,pk,
6413,19145,36,",",nken-s,
6414,19145,37,Hafþór,nken-s,
6415,19145,38,Ingi,nken-s,
6416,19145,39,Gunnarsson,ta,
6417,19145,40,2,pk,
6418,19145,41,",",nken-s,
6419,19145,42,Stefán,nken-s,
6420,19145,43,Karel,nken-s,
6421,19145,44,Torfason,ta,
6422,19145,45,0,pk,
6423,19145,46,",",nken-s,
6424,19145,47,Jóhann,nken-s,
6425,19145,48,Kristófer,nken-s,
6426,19145,49,Sævarsson,ta,
6427,19145,50,0,pk,
6428,19145,51,",",nken-s,
6429,19145,52,Óttar,nken-s,
6430,19145,53,Sigurðsson,ta,
6431,19145,54,0,pk,
6432,19145,55,",",nken-s,
6433,19145,56,Ólafur,nken-s,
6434,19145,57,Torfason,ta,
6435,19145,58,0,pk,
6436,19145,59,",",nken-s,
6437,19145,60,Þorbergur,nken-s,
6438,19145,61,Helgi,nken-s,
6439,19145,62,Sæþórsson,ta,
6440,19145,63,0,pl,
6441,19145,64,.,nkfn,
6442,19293,0,Heimamenn,sfg3fþ,
6443,19293,1,voru,fakee,
6444,19293,2,hins,nkee,
6445,19293,3,vegar,lkfnvm,
6446,19293,4,betri,af,
6447,19293,5,á,nkfþg,
6448,19293,6,lokametrunum,c,
6449,19293,7,og,sfg3fþ,
6450,19293,8,unnu,ta,
6451,19293,9,4,nhfe,
6452,19293,10,stiga,nkeo,
6453,19293,11,sigur,pk,
6454,19293,12,",",ta,
6455,19293,13,83,m,
6456,19293,13,-,ta,
6457,19293,13,79,pl,
6458,19293,14,.,lkenvf,
6459,19410,0,5.,nken,ordinal
6460,19410,1,þáttur,pa,
6461,19410,2,-,ta,
6462,19410,3,30.,nkeo,ordinal
6463,19410,3,september,ta,
6464,19410,3,2011,pa,
6465,19410,4,/,nhen-s,
6466,19410,5,Akranes,ta,
6467,19410,6,88,m,
6468,19410,6,-,ta,
6469,19410,6,77,nveþ-s,
6470,19410,7,Dalvíkurbyggð,ta,
6471,19454,0,22,pa,
6472,19454,0,/,ta,
6473,19454,0,18,nhfn,
6474,19454,1,fráköst,pk,
6475,19454,2,",",nken-s,
6476,19454,3,Darri,nken-s,
6477,19454,4,Hilmarsson,ta,
6478,19454,5,18/4,nhfn,
6479,19454,6,fráköst,pk,
6480,19454,7,",",nken-s,
6481,19454,8,Helgi,nken-s,
6482,19454,9,Már,nken-s,
6483,19454,10,Magnússon,ta,
6484,19454,11,18/9,nhfo,
6485,19454,12,fráköst,pk,
6486,19454,13,",",nken-s,
6487,19454,14,Martin,nken-s,
6488,19454,15,Hermannsson,ta,
6489,19454,16,16,pk,
6490,19454,17,",",n----s,
6491,19454,18,Pavel,n----s,
6492,19454,19,Ermolinskij,ta,
6493,19454,20,13/8,nhfn,
6494,19454,21,fráköst,pa,
6495,19454,22,/,ta,
6496,19454,23,11,nvfn,
6497,19454,24,stoðsendingar,pk,
6498,19454,25,",",nken-s,
6499,19454,26,Brynjar,nken-s,
6500,19454,27,Þór,nken-s,
6501,19454,28,Björnsson,ta,
6502,19454,29,6,pk,
6503,19454,30,",",nken-s,
6504,19454,31,Högni,nken-s,
6505,19454,32,Fjalarsson,ta,
6506,19454,33,0,pk,
6507,19454,34,",",nken-s,
6508,19454,35,Illugi,nken-s,
6509,19454,36,Steingrímsson,ta,
6510,19454,37,0,pk,
6511,19454,38,",",nken-s,
6512,19454,39,Ingvaldur,nken-s,
6513,19454,40,Magni,nken-s,
6514,19454,41,Hafsteinsson,ta,
6515,19454,42,0,pk,
6516,19454,43,",",nken-s,
6517,19454,44,Jón,nken-s,
6518,19454,45,Orri,nken-s,
6519,19454,46,Kristjánsson,ta,
6520,19454,47,0,pk,
6521,19454,48,",",nken-s,
6522,19454,49,Ólafur,nken-s,
6523,19454,50,Már,nken-s,
6524,19454,51,Ægisson,ta,
6525,19454,52,0,pk,
6526,19454,53,",",nken-s,
6527,19454,54,Þorgeir,nken-s,
6528,19454,55,Kristinn,nken-s,
6529,19454,56,Blöndal,ta,
6530,19454,57,0,pl,
6531,19454,58,.,pg,
6532,19739,0,„,nkeng,
6533,19739,1,Fótboltaleikurinn,sfg3en,
6534,19739,2,fer,aa,
6535,19739,3,væntanlega,ta,
6536,19739,4,4,m,
6537,19739,4,-,ta,
6538,19739,4,4,c,
6539,19739,5,og,aa,
6540,19739,6,því,sfg3fn,
6541,19739,7,taka,fohfn,
6542,19739,8,bæði,nhfn,
6543,19739,9,lið,ta,
6544,19739,10,20,nhfo,
6545,19739,11,stig,aa,
6546,19739,12,inn,af,
6547,19739,13,í,nkeog,
6548,19739,14,körfuboltaleikinn,pl,
6549,19739,15,.,nhfng,
6550,19803,0,Liðin,sfg3fþ,
6551,19803,1,héldu,aa,
6552,19803,2,svo,af,
6553,19803,3,til,nkee,
6554,19803,4,hálfleiks,af,
6555,19803,5,í,nveþg,
6556,19803,6,stöðunni,ta,
6557,19803,7,1,m,
6558,19803,7,-,ta,
6559,19803,7,0,c,
6560,19803,8,og,nkfn-s,
6561,19803,9,Keflvíkingar,af,
6562,19803,10,í,nveog,
6563,19803,11,heildina,lkenvm,
6564,19803,12,sterkari,nkeng,
6565,19803,13,aðilinn,af,
6566,19803,14,í,lkeþvm,
6567,19803,15,fyrri,nkeþ,
6568,19803,16,hálfleik,pl,
6569,19803,17,.,nken-s,
6570,19816,0,Gunnar,nken-s,
6571,19816,1,Ólafsson,sfg3eþ,
6572,19816,2,minnkaði,nkeog,
6573,19816,3,muninn,af,
6574,19816,4,í,ta,
6575,19816,5,41,m,
6576,19816,5,-,ta,
6577,19816,5,32,af,
6578,19816,6,með,lkeþsf,
6579,19816,7,bráðnauðsynlegum,nkeþ,
6580,19816,8,þrist,af,
6581,19816,9,fyrir,nkeo-s,
6582,19816,10,Fjölni,c,
6583,19816,11,en,nkfn,
6584,19816,12,heimamenn,sfg3fþ,
6585,19816,13,voru,af,
6586,19816,14,við,nheog,
6587,19816,15,stýrið,c,
6588,19816,16,og,sfg3fþ,
6589,19816,17,leiddu,ta,
6590,19816,18,48,m,
6591,19816,18,-,ta,
6592,19816,18,38,af,
6593,19816,19,í,nheþ,
6594,19816,20,leikhléi,pl,
6595,19816,21,.,nkfn-s,
6596,19875,0,Víðismenn,sfg3fþ,
6597,19875,1,töpuðu,fakee,
6598,19875,2,hins,nkee,
6599,19875,3,vegar,af,
6600,19875,4,fyrir,nkeþ-s,
6601,19875,5,Vestra,ta,
6602,19875,6,1,m,
6603,19875,6,-,ta,
6604,19875,6,2,pl,
6605,19875,7,.,af,
6606,19993,0,Á,ta,
6607,19993,1,32.,nveþ,ordinal
6608,19993,2,mínútu,sfg3eþ,
6609,19993,3,kom,lhenve,
6610,19993,4,flottasta,nhen,
6611,19993,5,mark,nkeeg,
6612,19993,6,leiksins,c,
6613,19993,7,þegar,nken-s,
6614,19993,8,Elías,nken-s,
6615,19993,9,Ingi,nken-s,
6616,19993,10,Árnason,sfg3eþ,
6617,19993,11,skoraði,af,
6618,19993,12,með,lveþsf,
6619,19993,13,glæsilegri,nveþ,
6620,19993,14,hjólhestaspyrnu,c,
6621,19993,15,og,sfg3eþ,
6622,19993,16,minnkaði,nkeog,
6623,19993,17,muninn,aa,
6624,19993,18,niður,af,
6625,19993,19,í,ta,
6626,19993,20,1,m,
6627,19993,20,-,ta,
6628,19993,20,2,pl,
6629,19993,21,.,nkfn-s,
6630,20019,0,Keflvíkingar,sfg3fn,
6631,20019,1,hafa,aa,
6632,20019,2,ekki,sþghen,
6633,20019,3,farið,af,
6634,20019,4,í,nhfo,
6635,20019,5,úrslit,aa,
6636,20019,6,síðan,nheog,
6637,20019,7,árið,ta,
6638,20019,8,2010,c,
6639,20019,9,þegar,fpkfn,
6640,20019,10,þeir,sfg3fþ,
6641,20019,11,töpuðu,ta,
6642,20019,12,2,m,
6643,20019,12,-,ta,
6644,20019,12,3,af,
6645,20019,13,gegn,nheþ-s,
6646,20019,14,Snæfell,pl,
6647,20019,15,.,nken-s,
6648,20059,0,Jóhann,nken-s,
6649,20059,1,Árni,sfg3eþ,
6650,20059,2,skoraði,af,
6651,20059,3,fyrir,nveo-s,
6652,20059,4,Grindavík,c,
6653,20059,5,og,n----s,
6654,20059,6,Charlie,n----s,
6655,20059,7,Parker,af,
6656,20059,8,fyrir,nveo-s,
6657,20059,9,Keflavík,sfg3eþ,
6658,20059,10,skoraði,ta,
6659,20059,11,4,nhfo,
6660,20059,12,stig,af,
6661,20059,13,á,lkeþsf,
6662,20059,14,stuttum,nkeþ,
6663,20059,15,tíma,c,
6664,20059,16,og,nkfn-s,
6665,20059,17,Keflvíkingar,sfg3fþ,
6666,20059,18,voru,ta,
6667,20059,19,82,m,
6668,20059,19,-,ta,
6669,20059,19,80,aa,
6670,20059,20,yfir,c,
6671,20059,21,þegar,ta,
6672,20059,22,37,nvfn,
6673,20059,23,sekúndur,sfg3fþ,
6674,20059,24,voru,aa,
6675,20059,25,eftir,af,
6676,20059,26,af,nkeþg,
6677,20059,27,leiknum,pl,
6678,20059,28,.,nkeng,
6679,20069,0,Leikurinn,sfg3eþ,
6680,20069,1,endaði,af,
6681,20069,2,með,nkeþ,
6682,20069,3,sigri,nvee-s,
6683,20069,4,Keflavíkur,ta,
6684,20069,5,107,m,
6685,20069,5,-,ta,
6686,20069,5,92,c,
6687,20069,6,en,lkfnsf,
6688,20069,7,tvöfaldir,nkfn,
6689,20069,8,meistarar,af,
6690,20069,9,frá,lheþve,
6691,20069,10,síðasta,nheþ,
6692,20069,11,ári,sfg3fþ,
6693,20069,12,höfðu,af,
6694,20069,13,fyrir,nkeog,
6695,20069,14,leikinn,sþghen,
6696,20069,15,tapað,ta,
6697,20069,16,3,nkfþ,
6698,20069,17,leikjum,pl,
6699,20069,18,.,gven,
6700,20090,0,Hin,lvenvf,
6701,20090,1,leikreynda,nven-s,
6702,20090,2,Birna,nven-s,
6703,20090,3,Valgarðsdóttir,sfm3eþ,
6704,20090,4,reyndist,lvensf,
6705,20090,5,þrautgóð,af,
6706,20090,6,á,nveo,
6707,20090,7,raunastund,af,
6708,20090,8,í,nkeo,
6709,20090,9,dag,c,
6710,20090,10,þegar,nven-s,
6711,20090,11,Keflavík,sfg3eþ,
6712,20090,12,lagði,nkfo-s,
6713,20090,13,Hauka,ta,
6714,20090,14,94,m,
6715,20090,14,-,ta,
6716,20090,14,89,af,
6717,20090,15,í,lkeþsf,
6718,20090,16,framlengdum,nkeþ,
6719,20090,17,spennuleik,pl,
6720,20090,18,.,ta,
6721,20130,0,3,m,
6722,20130,0,-,ta,
6723,20130,0,3,nken-s,
6724,20130,1,Óli,nken-s,
6725,20130,2,Baldur,nken-s,
6726,20130,3,Bjarnason,ta,
6727,20130,4,92.,nven,ordinal
6728,20130,5,mínúta,pl,abbr
6729,20130,6,.,nvfn,
6730,20370,0,Lokatölur,sfg3fþ,
6731,20370,1,urðu,ta,
6732,20370,2,91,m,
6733,20370,2,-,ta,
6734,20370,2,87,af,
6735,20370,3,fyrir,nkfo,
6736,20370,4,heimamenn,pl,
6737,20370,5,.,n----s,
6738,20462,0,Blackburn,pa,
6739,20462,1,-,n----s,
6740,20462,2,Wolves,ta,
6741,20462,3,1,nhfþ,abbr
6742,20462,3,sinnum,ta,abbr
6743,20462,3,7,pl,abbr
6744,20462,4,.,nveþ-s,
6745,20507,0,Grindavík,pa,
6746,20507,1,:,nven-s,
6747,20507,2,María,n----s,
6748,20507,3,Ben,nven-s,
6749,20507,4,Erlingsdóttir,ta,
6750,20507,5,22/11,nhfn,
6751,20507,6,fráköst,pa,
6752,20507,7,/,ta,
6753,20507,8,5,nvfn,
6754,20507,9,stoðsendingar,pk,
6755,20507,10,",",nven-s,
6756,20507,11,Pálína,nven-s,
6757,20507,12,Gunnlaugsdóttir,ta,
6758,20507,13,22,pa,
6759,20507,13,/,ta,
6760,20507,13,15,nhfn,
6761,20507,14,fráköst,pa,
6762,20507,15,/,ta,
6763,20507,16,5,nvfn,
6764,20507,17,stoðsendingar,pa,
6765,20507,18,/,ta,
6766,20507,19,5,lkfnsf,
6767,20507,20,stolnir,pk,
6768,20507,21,",",n----s,
6769,20507,22,Lauren,n----s,
6770,20507,23,Oosdyke,ta,
6771,20507,24,18/5,nhfn,
6772,20507,25,fráköst,pk,
6773,20507,26,",",nven-s,
6774,20507,27,Ingibjörg,nven-s,
6775,20507,28,Jakobsdóttir,ta,
6776,20507,29,11,pk,
6777,20507,30,",",nven-s,
6778,20507,31,Jóhanna,nven-s,
6779,20507,32,Rún,nven-s,
6780,20507,33,Styrmisdóttir,ta,
6781,20507,34,4,pk,
6782,20507,35,",",nven-s,
6783,20507,36,Marín,nven-s,
6784,20507,37,Rós,nven-s,
6785,20507,38,Karlsdóttir,ta,
6786,20507,39,2,pk,
6787,20507,40,",",nven-s,
6788,20507,41,Helga,nven-s,
6789,20507,42,Rut,nven-s,
6790,20507,43,Hallgrímsdóttir,ta,
6791,20507,44,0,pa,
6792,20507,44,/,ta,
6793,20507,44,6,nhfo,
6794,20507,45,fráköst,pk,
6795,20507,46,",",nven-s,
6796,20507,47,Katrín,nven-s,
6797,20507,48,Ösp,nven-s,
6798,20507,49,Eyberg,ta,
6799,20507,50,0,pk,
6800,20507,51,",",n----s,
6801,20507,52,Julia,n----s,
6802,20507,53,Lane,n----s,
6803,20507,54,Figueroa,e,
6804,20507,55,Sicat,ta,
6805,20507,56,0,pk,
6806,20507,57,",",n----s,
6807,20507,58,Jeanne,n----s,
6808,20507,59,Lois,n----s,
6809,20507,60,Figeroa,e,
6810,20507,61,Sicat,ta,
6811,20507,62,0,pk,
6812,20507,63,",",nven-s,
6813,20507,64,Hrund,nven-s,
6814,20507,65,Skuladóttir,ta,
6815,20507,66,0,pk,
6816,20507,67,",",nven-s,
6817,20507,68,Alda,nven-s,
6818,20507,69,Kristinsdóttir,ta,
6819,20507,70,0,pl,
6820,20507,71,.,lhensf,
6821,20523,0,Fátt,lhensf,
6822,20523,1,markvert,sfm3eþ,
6823,20523,2,gerðist,af,
6824,20523,3,eftir,faheo,
6825,20523,4,þetta,c,
6826,20523,5,en,nkfng,
6827,20523,6,gestirnir,sfg3fþ,
6828,20523,7,voru,lkfnvm,
6829,20523,8,líklegri,af,
6830,20523,9,til,cn,
6831,20523,10,að,sng,
6832,20523,11,bæta,aa,
6833,20523,12,við,nkfo-s,
6834,20523,13,Keflvíkingar,cn,
6835,20523,14,að,sng,
6836,20523,15,svara,af,
6837,20523,16,fyrir,fpkfo,
6838,20523,17,sig,c,
6839,20523,18,en,nvfn,
6840,20523,19,lokatölur,sfg3fþ,
6841,20523,20,urðu,aa,
6842,20523,21,því,ta,
6843,20523,22,0,m,
6844,20523,22,-,ta,
6845,20523,22,4,af,
6846,20523,23,fyrir,n----s,
6847,20523,24,ÍA,ct,
6848,20523,25,sem,c,
6849,20523,26,að,sfg3eþ,
6850,20523,27,tryggði,nheo,
6851,20523,28,sæti,feheo,
6852,20523,29,sitt,aa,
6853,20523,30,á,af,
6854,20523,31,meðal,ta,
6855,20523,32,12,lhfeve,
6856,20523,33,bestu,nhfe,
6857,20523,34,liða,nheeg,
6858,20523,35,landsins,af,
6859,20523,36,með,nkeþg,
6860,20523,37,sigrinum,pl,
6861,20523,38,.,nven-s,
6862,20704,0,Keflavík,sfg3fn,
6863,20704,1,eru,af,
6864,20704,2,í,lheþve,
6865,20704,3,efsta,nheþ,
6866,20704,4,sæti,nkeeg,
6867,20704,5,riðilsins,af,
6868,20704,6,með,ta,
6869,20704,7,9,nhfo,
6870,20704,8,stig,af,
6871,20704,9,eftir,ta,
6872,20704,10,3,nkfo,
6873,20704,11,leiki,c,
6874,20704,12,og,nveog,
6875,20704,13,markatöluna,ta,
6876,20704,14,11,m,
6877,20704,14,-,ta,
6878,20704,14,5,pl,
6879,20704,15,.,lkenve,
6880,20885,0,Síðasti,nkeng,
6881,20885,1,landsleikurinn,aa,
6882,20885,2,þar,sfg3eþ,
6883,20885,3,fór,aa,
6884,20885,4,fram,ta,
6885,20885,5,7.,nkeo,ordinal
6886,20885,5,febrúar,ta,
6887,20885,5,2007,pk,
6888,20885,6,",",c,
6889,20885,7,en,aa,
6890,20885,8,þá,sfg3fþ,
6891,20885,9,töpuðu,nkfn-s,
6892,20885,10,Englendingar,af,
6893,20885,11,fyrir,nkeo-s,
6894,20885,12,Spán,ta,
6895,20885,13,1,m,
6896,20885,13,-,ta,
6897,20885,13,0,af,
6898,20885,14,fyrir,aa,
6899,20885,15,framan,to,
6900,20885,16,58,tfkfo,abbr
6901,20885,16,þúsund,nkfo,abbr
6902,20885,17,áhorfendur,pa,
6903,20885,18,(,lhensf,
6904,20885,19,fullt,nhen,
6905,20885,20,hús,pa,
6906,20885,21,),pl,
6907,20885,22,.,nveng,
6908,20969,0,Lokastaðan,ta,
6909,20969,1,94,m,
6910,20969,1,-,ta,
6911,20969,1,87,pl,
6912,20969,2,.,lhensf,
6913,21126,0,Fast,nhen,
6914,21126,1,skot,ct,
6915,21126,2,sem,nven-s,
6916,21126,3,Elsa,sfg3eþ,
6917,21126,4,náði,aa,
6918,21126,5,til,c,
6919,21126,6,en,sfm3eþ,
6920,21126,7,tókst,aa,
6921,21126,8,ekki,cn,
6922,21126,9,að,sng,
6923,21126,10,koma,nkeþ,
6924,21126,11,veg,af,
6925,21126,12,fyrir,nheog,
6926,21126,13,markið,c,
6927,21126,14,og,nveng,
6928,21126,15,staðan,aa,
6929,21126,16,því,ta,
6930,21126,17,1,m,
6931,21126,17,-,ta,
6932,21126,17,1,pl,
6933,21126,18,.,aa,
6934,21130,0,Sömuleiðis,sfg3fþ,
6935,21130,1,töpuðu,nkfn-s,
6936,21130,2,Njarðvíkingar,aa,
6937,21130,3,stórt,c,
6938,21130,4,þegar,fpvfn,
6939,21130,5,þær,sfg3fþ,
6940,21130,6,heimsóttu,nveogs,
6941,21130,7,Stjörnuna,pk,
6942,21130,8,",",nvfn,
6943,21130,9,lokatölur,ta,
6944,21130,10,80,pa,
6945,21130,10,:,ta,
6946,21130,10,59,aa,
6947,21130,11,þar,c,
6948,21130,12,sem,n----s,
6949,21130,13,Carmen,sfg3eþ,
6950,21130,14,skoraði,ta,
6951,21130,15,32,nhfo,
6952,21130,16,stig,c,
6953,21130,17,og,sfg3eþ,
6954,21130,18,tók,ta,
6955,21130,19,17,nhfo,
6956,21130,20,fráköst,pl,
6957,21130,21,.,nken-s,
6958,21197,0,Helgi,nken-s,
6959,21197,1,Magnússon,sfg3eþ,
6960,21197,2,kom,n-eþ-s,
6961,21197,3,KR,af,
6962,21197,4,í,ta,
6963,21197,5,26,m,
6964,21197,5,-,ta,
6965,21197,5,18,af,
6966,21197,6,með,ta,
6967,21197,7,3,nhfe,
6968,21197,8,stiga,nveþ,
6969,21197,9,körfu,c,
6970,21197,10,en,nvfn,
6971,21197,11,varnir,nhfeg,
6972,21197,12,liðanna,sfg3fþ,
6973,21197,13,voru,lvfnsf,
6974,21197,14,þéttar,c,
6975,21197,15,og,nkfn,
6976,21197,16,menn,lkfnsf,
6977,21197,17,óhræddir,af,
6978,21197,18,við,cn,
6979,21197,19,að,sng,
6980,21197,20,fá,lvfosf,
6981,21197,21,dæmdar,af,
6982,21197,22,á,fpkfo,
6983,21197,23,sig,nvfo,
6984,21197,24,villur,pl,
6985,21197,25,.,sng,
6986,21360,0,Sjá,sfg3en,
6987,21360,1,má,nheog,
6988,21360,2,myndbandið,aa,
6989,21360,3,hér,c,
6990,21360,4,að,aa,
6991,21360,5,neðan,c,
6992,21360,6,en,nkeþg,
6993,21360,7,leiknum,sfg3eþ,
6994,21360,8,lauk,af,
6995,21360,9,með,ta,
6996,21360,10,2,m,
6997,21360,10,-,ta,
6998,21360,10,2,nheþ,
6999,21360,11,jafntefli,ct,
7000,21360,12,sem,sfg3eþ,
7001,21360,13,dugði,nkfþ-s,
7002,21360,14,Njarðvíkingum,pl,
7003,21360,15,.,nkeng,
7004,21378,0,Munurinn,sfg3eþ,
7005,21378,1,var,ta,
7006,21378,2,14,nhfn,
7007,21378,3,stig,af,
7008,21378,4,fyrir,nkfog,
7009,21378,5,gestina,af,
7010,21378,6,frá,nveþ-s,
7011,21378,7,Grindvík,af,
7012,21378,8,í,nkeþ,
7013,21378,9,hálfleik,c,
7014,21378,10,en,nvfn-s,
7015,21378,11,Stjörnustúlkur,sfg3fþ,
7016,21378,12,náðu,cn,
7017,21378,13,að,sng,
7018,21378,14,jafna,nkeog,
7019,21378,15,leikinn,aa,
7020,21378,16,áður,c,
7021,21378,17,en,lkeþvf,
7022,21378,18,þriðja,nkeþ,
7023,21378,19,leikhluta,sfg3eþ,
7024,21378,20,lauk,pk,
7025,21378,21,",",nveng,
7026,21378,22,staðan,ta,
7027,21378,23,50,m,
7028,21378,23,-,ta,
7029,21378,23,50,c,
7030,21378,24,þegar,lkenvf,
7031,21378,25,fjórði,nken,
7032,21378,26,leikhluti,sfm3eþ,
7033,21378,27,hófst,pl,
7034,21378,28,.,c,
